48,1
57,2
71,3
70,4
82,5
96,6
92,7
94,8
134,9
145,10
153,11
174,12
211,13
243,14
35,15
59,16
73,17
106,18
178,19
210,20
147,21
37,22
176,23
213,24
61,25
180,26
212,27
227,28
108,29
246,30
4,31
30,32
102,33
28,34
7,35
8,36
31,37
17,38
49,39
23,40
100,41
152,42
146,43
89,44
2,45
248,46
252,47
11,48
20,49
164,50
170,51
179,52
